,delta_turnover_score,delta_margin_score,delta_eq_score,delta_liquid_score,delta_lev_score,accrual_score,delta_roa_score,cfo_score,roa_score,final_score,stock,date/year,id
0,1,0,1,1,0,0,1,1,1,6,State Bank Of India,2024,0
1,1,1,0,1,0,0,1,0,1,5,State Bank Of India,2023,1
2,0,1,1,1,1,1,1,1,1,8,State Bank Of India,2022,2
3,0,1,1,0,0,1,0,1,1,5,State Bank Of India,2021,3
4,1,1,1,0,1,1,1,1,1,8,State Bank Of India,2020,4
5,1,1,0,1,0,1,1,1,1,7,State Bank Of India,2019,5
6,1,0,0,0,0,1,1,1,1,5,State Bank Of India,2024-03-31,6
7,0,0,1,1,1,1,0,1,1,6,State Bank Of India,2023-09-30,7
8,1,1,0,1,0,0,1,0,1,5,State Bank Of India,2023-03-31,8
9,0,1,1,1,0,1,0,1,1,6,Reliance Industries,2024,9
10,1,1,0,0,1,1,1,1,1,7,Reliance Industries,2023,10
11,1,0,0,0,0,1,1,1,1,5,Reliance Industries,2022,11
12,0,1,1,1,1,0,1,1,1,7,Reliance Industries,2021,12
13,0,1,0,0,1,1,0,1,1,5,Reliance Industries,2020,13
14,1,1,0,1,0,1,0,1,1,6,Reliance Industries,2019,14
15,1,1,0,1,0,1,1,1,1,7,Reliance Industries,2018,15
16,0,1,0,1,1,1,1,1,1,7,Reliance Industries,2024-03-31,16
17,0,0,1,1,0,1,0,1,1,5,Reliance Industries,2023-09-30,17
18,1,1,0,1,0,1,1,1,1,7,Reliance Industries,2023-03-31,18
19,1,0,0,0,1,1,1,1,1,6,ICICI Bank,2024,19
20,1,1,0,1,0,0,1,0,1,5,ICICI Bank,2023,20
21,0,1,0,1,1,1,1,1,1,7,ICICI Bank,2022,21
22,0,1,0,1,1,1,1,1,1,7,ICICI Bank,2021,22
23,1,1,1,0,1,1,1,1,1,8,ICICI Bank,2020,23
24,1,1,0,0,1,1,0,1,1,6,ICICI Bank,2019,24
25,1,1,0,1,0,1,1,1,1,7,ICICI Bank,2018,25
26,1,0,0,0,1,1,0,1,1,5,ICICI Bank,2024-03-31,26
27,0,0,0,0,1,0,1,1,1,4,ICICI Bank,2023-09-30,27
28,1,0,0,1,0,0,1,0,1,4,ICICI Bank,2023-03-31,28
29,1,0,0,0,0,0,0,1,1,3,HDFC Bank,2024,29
30,1,0,0,0,1,0,1,1,1,5,HDFC Bank,2023,30
31,0,1,0,0,0,0,1,0,1,3,HDFC Bank,2022,31
32,0,1,0,1,1,1,1,1,1,7,HDFC Bank,2021,32
33,0,0,0,0,1,0,0,0,1,2,HDFC Bank,2020,33
34,1,1,0,1,0,0,1,0,1,5,HDFC Bank,2019,34
35,1,0,0,1,1,1,0,1,1,6,HDFC Bank,2024-03-31,35
36,1,0,0,0,0,0,0,0,1,2,HDFC Bank,2023-09-30,36
37,1,1,0,1,0,1,1,1,1,7,HDFC Bank,2023-03-31,37
38,1,0,0,0,1,1,1,1,1,6,Yes Bank,2024,38
39,1,1,0,1,1,0,0,0,1,5,Yes Bank,2023,39
40,0,0,0,0,1,1,1,1,1,5,Yes Bank,2022,40
41,0,1,0,1,1,1,1,1,0,6,Yes Bank,2021,41
42,1,0,0,1,0,0,0,0,0,2,Yes Bank,2020,42
43,1,0,0,0,0,0,0,0,1,2,Yes Bank,2019,43
44,1,1,0,1,0,0,1,0,1,5,Yes Bank,2018,44
45,1,0,0,0,0,1,1,1,1,5,Yes Bank,2024-03-31,45
46,1,0,0,0,1,1,1,1,1,6,Yes Bank,2023-09-30,46
47,1,1,0,1,0,0,1,0,1,5,Yes Bank,2023-03-31,47
48,1,1,0,0,1,1,1,1,1,7,Tata Motors,2024,48
49,1,0,0,1,1,1,1,1,1,7,Tata Motors,2023,49
50,1,0,0,1,0,1,1,1,0,5,Tata Motors,2022,50
51,0,0,0,1,0,1,0,1,0,3,Tata Motors,2021,51
52,0,1,0,1,0,1,1,1,0,5,Tata Motors,2020,52
53,1,1,0,1,0,1,0,1,0,5,Tata Motors,2019,53
54,1,1,0,0,1,1,1,1,1,7,Tata Motors,2024-03-31,54
55,0,0,0,1,1,1,0,1,1,5,Tata Motors,2023-09-30,55
56,1,1,0,1,0,1,1,1,1,7,Tata Motors,2023-03-31,56
57,1,0,0,1,1,0,1,0,1,5,Indusind Bank,2024,57
58,1,1,0,1,1,0,1,0,1,6,Indusind Bank,2023,58
59,0,1,0,0,1,1,1,1,1,6,Indusind Bank,2022,59
60,0,1,0,1,1,1,0,1,1,6,Indusind Bank,2021,60
61,1,1,0,1,0,0,1,0,1,5,Indusind Bank,2020,61
62,1,0,0,0,1,0,0,0,1,3,Indusind Bank,2019,62
63,1,1,0,1,0,0,1,0,1,5,Indusind Bank,2018,63
64,1,0,0,1,0,0,0,0,1,3,Indusind Bank,2024-03-31,64
65,1,0,0,1,1,0,1,0,1,5,Indusind Bank,2023-09-30,65
66,1,0,0,1,0,0,1,0,1,4,Indusind Bank,2023-03-31,66
67,1,0,1,1,1,0,0,1,1,6,Indian Railway Catering &amp; Tourism Corporation,2024,67
68,1,0,1,0,1,0,1,1,1,6,Indian Railway Catering &amp; Tourism Corporation,2023,68
69,1,1,1,1,0,0,1,1,1,7,Indian Railway Catering &amp; Tourism Corporation,2022,69
70,0,1,1,1,0,1,0,1,1,6,Indian Railway Catering &amp; Tourism Corporation,2021,70
71,0,1,1,1,0,0,1,1,1,6,Indian Railway Catering &amp; Tourism Corporation,2020,71
72,1,0,1,0,1,1,1,1,1,7,Indian Railway Catering &amp; Tourism Corporation,2019,72
73,1,1,0,1,1,0,1,1,1,7,Indian Railway Catering &amp; Tourism Corporation,2018,73
74,1,0,1,1,1,1,0,1,1,7,Indian Railway Catering &amp; Tourism Corporation,2024-03-31,74
75,0,1,1,1,1,1,0,1,1,7,Indian Railway Catering &amp; Tourism Corporation,2023-09-30,75
76,1,0,0,1,0,1,1,1,1,6,Indian Railway Catering &amp; Tourism Corporation,2023-03-31,76
77,1,0,1,0,1,1,1,1,1,7,Larsen &amp; Toubro,2024,77
78,1,1,0,1,1,1,1,1,1,8,Larsen &amp; Toubro,2023,78
79,1,1,0,0,1,1,1,1,1,7,Larsen &amp; Toubro,2022,79
80,0,1,0,1,1,1,0,1,1,6,Larsen &amp; Toubro,2021,80
81,0,1,0,1,0,0,0,1,1,4,Larsen &amp; Toubro,2020,81
82,1,1,0,1,0,0,1,0,1,5,Larsen &amp; Toubro,2019,82
83,1,0,0,0,1,1,1,1,1,6,Larsen &amp; Toubro,2024-03-31,83
84,0,1,1,0,1,1,0,1,1,6,Larsen &amp; Toubro,2023-09-30,84
85,1,1,0,1,0,1,1,1,1,7,Larsen &amp; Toubro,2023-03-31,85
86,0,1,0,0,0,1,0,1,0,3,Tata Steel,2024,86
87,0,0,1,0,0,1,0,1,1,4,Tata Steel,2023,87
88,1,1,0,1,1,1,1,1,1,8,Tata Steel,2022,88
89,1,1,1,0,1,1,1,1,1,8,Tata Steel,2021,89
90,0,0,0,0,0,1,0,1,1,3,Tata Steel,2020,90
91,1,0,1,0,1,1,0,1,1,6,Tata Steel,2019,91
92,1,1,0,1,0,0,1,1,1,6,Tata Steel,2018,92
93,1,0,0,0,0,1,1,1,1,5,Tata Steel,2024-03-31,93
94,0,0,1,0,1,1,0,1,0,4,Tata Steel,2023-09-30,94
95,1,1,0,1,0,1,1,1,1,7,Tata Steel,2023-03-31,95
96,1,1,0,1,1,1,1,1,0,7,PVR Inox,2024,96
97,1,1,0,0,1,1,1,1,0,6,PVR Inox,2023,97
98,1,1,0,0,0,1,1,1,0,5,PVR Inox,2022,98
99,0,0,0,1,1,1,0,0,0,3,PVR Inox,2021,99
100,0,0,0,1,0,1,0,1,1,4,PVR Inox,2020,100
101,0,1,1,0,0,1,0,1,1,5,PVR Inox,2019,101
102,1,1,0,1,0,1,1,1,1,7,PVR Inox,2018,102
103,0,1,1,0,0,1,0,1,0,4,PVR Inox,2024-03-31,103
104,1,0,0,1,1,1,1,1,1,7,PVR Inox,2023-09-30,104
105,1,0,0,1,0,1,0,1,0,4,PVR Inox,2023-03-31,105
106,0,1,0,1,0,0,0,1,1,4,ITC,2024,106
107,1,1,0,1,1,0,1,1,1,7,ITC,2023,107
108,1,0,0,0,1,1,1,1,1,6,ITC,2022,108
109,1,0,0,0,0,0,0,1,1,3,ITC,2021,109
110,0,1,0,1,0,1,1,1,1,6,ITC,2020,110
111,0,1,0,1,1,0,1,1,1,6,ITC,2019,111
112,1,1,0,1,0,1,1,1,1,7,ITC,2018,112
113,0,1,0,1,1,1,0,1,1,6,ITC,2024-03-31,113
114,0,0,0,0,0,1,0,1,1,3,ITC,2023-09-30,114
115,1,1,0,1,0,1,1,1,1,7,ITC,2023-03-31,115
116,0,0,1,1,0,1,0,1,0,4,UPL,2024,116
117,1,0,1,1,1,1,0,1,1,7,UPL,2023,117
118,1,1,1,0,1,1,1,1,1,8,UPL,2022,118
119,1,1,1,0,1,1,1,1,1,8,UPL,2021,119
120,1,0,0,1,1,1,1,1,1,7,UPL,2020,120
121,0,0,0,0,0,1,0,1,1,3,UPL,2019,121
122,1,1,0,1,0,1,1,1,1,7,UPL,2018,122
123,1,0,1,1,0,1,1,1,1,7,UPL,2024-03-31,123
124,0,0,1,0,0,0,0,0,0,1,UPL,2023-09-30,124
125,1,0,0,1,0,1,1,1,1,6,UPL,2023-03-31,125
126,0,1,0,1,1,1,1,1,1,7,Oil &amp; Natural Gas Corporation,2024,126
127,1,0,1,1,0,1,0,1,1,6,Oil &amp; Natural Gas Corporation,2023,127
128,1,0,1,1,0,1,1,1,1,7,Oil &amp; Natural Gas Corporation,2022,128
129,0,1,1,1,0,1,1,1,1,7,Oil &amp; Natural Gas Corporation,2021,129
130,0,0,1,0,0,1,0,1,1,4,Oil &amp; Natural Gas Corporation,2020,130
131,1,0,1,1,1,1,1,1,1,8,Oil &amp; Natural Gas Corporation,2019,131
132,1,1,0,1,0,1,1,1,1,7,Oil &amp; Natural Gas Corporation,2018,132
133,1,1,0,0,1,1,0,1,1,6,Oil &amp; Natural Gas Corporation,2024-03-31,133
134,0,1,1,1,1,1,1,1,1,8,Oil &amp; Natural Gas Corporation,2023-09-30,134
135,1,1,0,1,0,1,1,1,1,7,Oil &amp; Natural Gas Corporation,2023-03-31,135
136,0,0,0,0,1,1,1,1,1,5,Indus Towers,2024,136
137,1,0,1,0,0,1,0,1,1,5,Indus Towers,2023,137
138,1,0,1,1,0,1,1,1,1,7,Indus Towers,2022,138
139,0,0,0,0,0,1,0,1,1,3,Indus Towers,2021,139
140,0,1,1,0,0,0,1,1,1,5,Indus Towers,2020,140
141,1,0,1,0,1,1,1,1,1,7,Indus Towers,2019,141
142,1,1,0,1,1,1,1,1,1,8,Indus Towers,2018,142
143,0,1,0,0,1,1,1,1,1,6,Indus Towers,2024-03-31,143
144,0,1,1,0,1,1,1,1,1,7,Indus Towers,2023-12-31,144
145,0,0,1,1,1,1,0,1,1,6,Indus Towers,2023-09-30,145
146,0,0,0,0,1,1,0,1,1,4,Indus Towers,2023-06-30,146
147,0,1,1,1,0,1,1,1,1,7,Indus Towers,2023-03-31,147
148,1,1,0,1,0,1,0,1,0,5,Indus Towers,2022-12-31,148
149,0,0,0,1,1,0,0,1,1,4,Infosys,2024,149
150,1,0,1,0,0,0,1,1,1,5,Infosys,2023,150
151,1,0,1,0,1,1,1,1,1,7,Infosys,2022,151
152,0,1,0,0,1,1,0,1,1,5,Infosys,2021,152
153,1,0,1,0,0,1,0,1,1,5,Infosys,2020,153
154,1,0,1,0,1,1,0,1,1,6,Infosys,2019,154
155,1,1,0,1,1,0,1,1,1,7,Infosys,2018,155
156,0,0,0,1,1,1,1,1,1,6,Infosys,2024-03-31,156
157,0,0,0,1,0,1,0,1,1,4,Infosys,2023-12-31,157
158,1,1,0,1,0,1,1,1,1,7,Infosys,2023-09-30,158
159,0,0,0,0,1,1,0,1,1,4,Infosys,2023-06-30,159
160,0,0,1,1,0,1,0,1,1,5,Infosys,2023-03-31,160
161,1,1,0,1,0,1,1,1,1,7,Infosys,2022-12-31,161
162,1,1,1,0,0,1,0,1,0,5,Aurum Proptech,2024,162
163,1,1,0,0,0,0,0,0,0,2,Aurum Proptech,2023,163
164,1,1,0,1,0,0,0,0,0,3,Aurum Proptech,2023-03-31,164
165,1,0,1,0,0,0,1,1,1,5,DLF,2024,165
166,0,1,1,1,1,1,1,1,1,8,DLF,2023,166
167,1,1,1,1,1,1,1,1,1,9,DLF,2022,167
168,0,1,1,1,1,1,0,1,1,7,DLF,2021,168
169,0,1,0,1,1,0,1,1,1,6,DLF,2020,169
170,1,0,0,0,1,1,0,1,1,5,DLF,2019,170
171,1,1,0,1,0,0,1,1,1,6,DLF,2018,171
172,1,1,1,1,0,1,1,1,1,8,DLF,2024-03-31,172
173,0,1,1,0,1,1,1,1,1,7,DLF,2023-09-30,173
174,1,0,0,1,0,1,1,1,1,6,DLF,2023-03-31,174
175,0,1,1,1,0,0,1,1,1,6,Steel Authority Of India,2024,175
176,0,0,1,1,1,0,0,0,1,4,Steel Authority Of India,2023,176
177,1,0,1,1,1,1,1,1,1,8,Steel Authority Of India,2022,177
178,1,1,1,0,1,1,1,1,1,8,Steel Authority Of India,2021,178
179,0,1,1,1,0,0,0,0,1,4,Steel Authority Of India,2020,179
180,1,1,1,1,0,1,1,1,1,8,Steel Authority Of India,2019,180
181,1,1,0,1,0,1,0,1,0,5,Steel Authority Of India,2018,181
182,0,0,1,1,0,1,0,1,1,5,Steel Authority Of India,2024-03-31,182
183,1,1,1,1,0,1,1,1,1,8,Steel Authority Of India,2023-09-30,183
184,1,1,0,1,0,0,1,0,1,5,Steel Authority Of India,2023-03-31,184
185,1,0,1,1,1,1,0,1,1,7,Zee Entertainment Enterprises,2024,185
186,0,0,0,0,0,0,0,1,1,2,Zee Entertainment Enterprises,2023,186
187,1,0,0,1,0,0,1,1,1,5,Zee Entertainment Enterprises,2022,187
188,0,0,0,1,1,1,1,1,1,6,Zee Entertainment Enterprises,2021,188
189,1,0,0,1,1,0,0,1,1,5,Zee Entertainment Enterprises,2020,189
190,1,0,0,0,1,0,0,1,1,4,Zee Entertainment Enterprises,2019,190
191,1,1,0,1,0,0,1,1,1,6,Zee Entertainment Enterprises,2018,191
192,0,0,0,1,1,1,0,1,1,5,Zee Entertainment Enterprises,2024-03-31,192
193,1,0,1,1,1,0,1,0,1,6,Zee Entertainment Enterprises,2023-09-30,193
194,1,0,0,1,0,1,1,1,1,6,Zee Entertainment Enterprises,2023-03-31,194
195,1,0,0,0,1,1,0,1,1,5,Bharti Airtel,2024,195
196,0,1,0,1,0,1,1,1,1,6,Bharti Airtel,2023,196
197,1,1,1,0,0,1,1,1,1,7,Bharti Airtel,2022,197
198,1,1,0,0,0,1,1,1,0,5,Bharti Airtel,2021,198
199,0,1,0,1,0,1,0,1,0,4,Bharti Airtel,2020,199
200,0,0,0,0,1,1,0,1,1,4,Bharti Airtel,2019,200
201,1,1,0,1,0,1,1,1,1,7,Bharti Airtel,2018,201
202,0,0,0,0,1,1,0,1,1,4,Bharti Airtel,2024-03-31,202
203,1,1,0,1,1,1,1,1,1,8,Bharti Airtel,2023-12-31,203
204,0,1,0,0,1,1,0,1,1,5,Bharti Airtel,2023-09-30,204
205,1,1,0,1,0,1,0,1,1,6,Bharti Airtel,2023-06-30,205
206,0,1,0,0,0,1,1,1,1,5,Bharti Airtel,2023-03-31,206
207,1,1,0,1,0,1,1,1,1,7,Bharti Airtel,2022-12-31,207
208,1,0,1,1,1,0,1,1,1,7,CANARA BANK,2024,208
209,1,1,1,1,0,0,1,0,1,6,CANARA BANK,2023,209
210,0,1,0,1,1,0,1,1,1,6,CANARA BANK,2022,210
211,0,1,0,0,1,1,1,1,1,6,CANARA BANK,2021,211
212,1,0,0,1,0,0,0,0,0,2,CANARA BANK,2020,212
213,1,1,0,1,0,1,1,1,1,7,CANARA BANK,2019,213
214,1,0,1,1,1,1,0,1,1,7,CANARA BANK,2024-03-31,214
215,1,0,1,1,0,0,1,0,1,5,CANARA BANK,2023-09-30,215
216,1,1,0,1,0,0,1,0,1,5,CANARA BANK,2023-03-31,216
217,0,1,1,0,0,1,1,1,1,6,Vedanta,2024,217
218,1,0,0,0,0,1,0,1,1,4,Vedanta,2023,218
219,1,1,0,1,1,1,1,1,1,8,Vedanta,2022,219
220,1,1,0,1,0,1,1,1,1,7,Vedanta,2021,220
221,1,1,0,1,0,1,0,1,0,5,Vedanta,2020,221
222,0,1,1,0,0,1,0,1,1,5,Vedanta,2019,222
223,1,1,0,1,0,1,1,1,1,7,Vedanta,2018,223
224,1,1,1,1,0,1,1,1,1,8,Vedanta,2023-09-30,224
225,1,1,0,1,0,1,1,1,1,7,Vedanta,2023-03-31,225
226,1,0,0,0,0,0,0,1,1,3,Kotak Mahindra Bank,2024,226
227,1,1,0,1,1,0,1,0,1,6,Kotak Mahindra Bank,2023,227
228,0,1,0,1,0,0,1,1,1,5,Kotak Mahindra Bank,2022,228
229,1,1,0,1,1,0,1,1,1,7,Kotak Mahindra Bank,2021,229
230,0,1,0,1,1,1,1,1,1,7,Kotak Mahindra Bank,2020,230
231,1,1,0,1,0,0,1,1,1,6,Kotak Mahindra Bank,2019,231
232,1,0,0,0,0,1,1,1,1,5,Kotak Mahindra Bank,2024-03-31,232
233,0,0,0,0,1,0,0,1,1,3,Kotak Mahindra Bank,2023-09-30,233
234,1,0,0,1,0,0,1,0,1,4,Kotak Mahindra Bank,2023-03-31,234
235,0,1,1,1,0,0,1,1,1,6,Coal India,2024,235
236,1,1,1,0,1,1,1,1,1,8,Coal India,2023,236
237,1,1,1,0,0,1,1,1,1,7,Coal India,2022,237
238,0,0,1,0,0,0,0,1,1,3,Coal India,2021,238
239,0,0,1,1,0,0,0,1,1,4,Coal India,2020,239
240,1,1,0,1,0,0,1,1,1,6,Coal India,2019,240
241,1,0,1,0,0,1,1,1,1,6,Coal India,2024-03-31,241
242,0,0,1,1,0,0,1,1,1,5,Coal India,2023-09-30,242
243,1,0,0,1,0,1,1,1,1,6,Coal India,2023-03-31,243
244,1,1,1,1,0,1,0,1,1,7,HCL Technologies,2024,244
245,1,0,1,0,1,1,1,1,1,7,HCL Technologies,2023,245
246,1,0,1,1,1,1,1,1,1,8,HCL Technologies,2022,246
247,1,1,1,1,0,1,0,1,1,7,HCL Technologies,2021,247
248,0,1,0,0,0,1,0,1,1,4,HCL Technologies,2020,248
249,0,1,1,0,0,0,0,1,1,4,HCL Technologies,2019,249
250,1,1,0,1,0,0,1,1,1,6,HCL Technologies,2018,250
251,1,0,1,1,0,1,0,1,1,6,HCL Technologies,2024-03-31,251
252,1,1,1,1,0,1,0,1,1,7,HCL Technologies,2023-09-30,252
253,1,1,0,1,0,1,1,1,1,7,HCL Technologies,2023-03-31,253
254,1,1,1,1,0,1,1,1,1,8,Maruti Suzuki India,2024,254
255,0,1,0,0,1,1,1,1,1,6,Maruti Suzuki India,2023,255
256,1,0,1,0,1,0,0,1,1,5,Maruti Suzuki India,2022,256
257,0,0,1,1,1,1,0,1,1,6,Maruti Suzuki India,2021,257
258,0,0,1,0,0,0,0,1,1,3,Maruti Suzuki India,2020,258
259,0,0,1,1,1,0,0,1,1,5,Maruti Suzuki India,2019,259
260,1,1,0,1,0,1,1,1,1,7,Maruti Suzuki India,2018,260
261,0,0,0,1,0,1,0,1,1,4,Maruti Suzuki India,2024-03-31,261
262,1,1,1,0,0,1,1,1,1,7,Maruti Suzuki India,2023-09-30,262
263,1,0,0,1,0,1,1,1,1,6,Maruti Suzuki India,2023-03-31,263
264,0,1,0,1,0,0,1,0,1,4,Ashok Leyland,2024,264
265,1,0,0,1,0,0,1,0,1,4,Ashok Leyland,2023,265
266,1,0,1,1,1,1,0,1,0,6,Ashok Leyland,2022,266
267,0,0,1,0,0,0,0,0,0,1,Ashok Leyland,2021,267
268,0,1,0,0,0,1,0,1,1,4,Ashok Leyland,2020,268
269,0,1,1,1,0,0,1,0,1,5,Ashok Leyland,2019,269
270,1,1,0,1,0,0,1,1,1,6,Ashok Leyland,2018,270
271,1,0,0,0,0,0,1,0,1,3,Ashok Leyland,2024-03-31,271
272,0,0,1,1,0,0,0,0,1,3,Ashok Leyland,2023-09-30,272
273,1,0,0,1,0,0,1,0,1,4,Ashok Leyland,2023-03-31,273
274,1,0,0,1,1,0,1,0,1,5,Axis Bank,2024,274
275,1,1,0,0,1,1,0,1,1,6,Axis Bank,2023,275
276,0,1,0,0,0,1,1,1,1,5,Axis Bank,2022,276
277,0,1,0,1,1,1,1,1,1,7,Axis Bank,2021,277
278,1,1,0,1,1,1,0,1,1,7,Axis Bank,2020,278
279,1,0,0,0,1,1,1,1,1,6,Axis Bank,2019,279
280,1,1,0,1,0,0,1,0,1,5,Axis Bank,2018,280
281,1,0,0,0,1,0,1,0,1,4,Axis Bank,2024-03-31,281
282,1,0,0,1,1,0,1,0,1,5,Axis Bank,2023-09-30,282
283,1,0,0,1,0,1,0,1,0,4,Axis Bank,2023-03-31,283
284,1,1,0,1,1,1,1,1,1,8,Cipla,2024,284
285,0,1,0,1,1,1,1,1,1,7,Cipla,2023,285
286,1,0,0,1,1,1,0,1,1,6,Cipla,2022,286
287,1,0,0,1,1,1,1,1,1,7,Cipla,2021,287
288,1,1,0,0,1,1,1,1,1,7,Cipla,2020,288
289,1,1,0,1,0,1,1,1,1,7,Cipla,2019,289
290,0,1,0,1,0,1,0,1,1,5,Cipla,2024-03-31,290
291,1,1,0,0,1,1,1,1,1,7,Cipla,2023-09-30,291
292,1,1,0,1,0,1,1,1,1,7,Cipla,2023-03-31,292
293,1,0,1,1,1,0,1,0,1,6,Bank Of Baroda,2024,293
294,1,1,1,1,1,0,1,0,1,7,Bank Of Baroda,2023,294
295,0,1,1,1,0,0,1,1,1,6,Bank Of Baroda,2022,295
296,0,1,0,1,1,0,1,0,1,5,Bank Of Baroda,2021,296
297,1,0,0,0,1,1,0,1,1,5,Bank Of Baroda,2020,297
298,1,1,0,1,0,0,1,0,1,5,Bank Of Baroda,2019,298
299,1,0,1,1,1,0,1,0,1,6,Bank Of Baroda,2024-03-31,299
300,1,0,1,1,0,1,0,1,1,6,Bank Of Baroda,2023-09-30,300
301,1,1,0,1,0,0,1,0,1,5,Bank Of Baroda,2023-03-31,301
302,1,0,1,0,0,0,1,1,1,5,Tata Consultancy Services,2024,302
303,1,0,1,0,1,0,1,1,1,6,Tata Consultancy Services,2023,303
304,1,1,1,0,1,1,1,1,1,8,Tata Consultancy Services,2022,304
305,0,1,1,0,1,1,0,1,1,6,Tata Consultancy Services,2021,305
306,1,1,1,0,0,1,0,1,1,6,Tata Consultancy Services,2020,306
307,1,1,0,1,0,0,1,1,1,6,Tata Consultancy Services,2019,307
308,0,0,1,1,0,1,1,1,1,6,Tata Consultancy Services,2024-03-31,308
309,1,0,1,0,0,1,1,1,1,6,Tata Consultancy Services,2023-12-31,309
310,0,1,1,1,1,1,1,1,1,8,Tata Consultancy Services,2023-09-30,310
311,0,1,1,0,1,0,0,1,1,5,Tata Consultancy Services,2023-06-30,311
312,1,1,0,1,0,1,1,1,1,7,Tata Consultancy Services,2023-03-31,312
313,1,0,1,1,0,0,1,0,1,5,Punjab National Bank,2024,313
314,1,1,1,0,0,1,0,1,1,6,Punjab National Bank,2023,314
315,0,1,0,1,0,1,1,1,1,6,Punjab National Bank,2022,315
316,0,1,0,0,1,1,1,1,1,6,Punjab National Bank,2021,316
317,1,0,0,1,0,0,1,0,1,4,Punjab National Bank,2020,317
318,1,1,0,1,0,0,0,0,0,3,Punjab National Bank,2019,318
319,1,0,1,1,0,0,1,0,1,5,Punjab National Bank,2024-03-31,319
320,1,1,1,1,0,0,1,0,1,6,Punjab National Bank,2023-09-30,320
321,1,1,0,1,0,1,1,1,1,7,Punjab National Bank,2023-03-31,321
322,0,1,1,1,0,1,0,1,1,6,Hindustan Unilever,2024,322
323,1,0,1,1,0,0,1,1,1,6,Hindustan Unilever,2023,323
324,1,0,0,1,1,1,1,1,1,7,Hindustan Unilever,2022,324
325,0,0,0,0,1,1,0,1,1,4,Hindustan Unilever,2021,325
326,0,1,0,0,0,1,1,1,1,5,Hindustan Unilever,2020,326
327,1,1,0,1,1,0,1,1,1,7,Hindustan Unilever,2019,327
328,1,1,0,1,1,1,1,1,1,8,Hindustan Unilever,2018,328
329,0,1,1,1,0,1,0,1,1,6,Hindustan Unilever,2024-03-31,329
330,0,1,1,1,0,1,0,1,1,6,Hindustan Unilever,2023-09-30,330
331,1,1,0,1,0,1,1,1,1,7,Hindustan Unilever,2023-03-31,331
332,0,1,1,0,0,1,0,1,1,5,Jubilant Foodworks,2024,332
333,1,0,0,0,0,1,0,1,1,4,Jubilant Foodworks,2023,333
334,1,1,1,1,0,1,1,1,1,8,Jubilant Foodworks,2022,334
335,0,1,1,0,1,1,0,1,1,6,Jubilant Foodworks,2021,335
336,0,1,1,0,0,1,0,1,1,5,Jubilant Foodworks,2020,336
337,0,1,1,1,1,1,1,1,1,8,Jubilant Foodworks,2019,337
338,1,1,0,1,1,1,1,1,1,8,Jubilant Foodworks,2018,338
339,0,1,1,1,0,1,1,1,1,7,Jubilant Foodworks,2024-03-31,339
340,1,1,1,0,1,1,1,1,1,8,Jubilant Foodworks,2023-09-30,340
341,1,0,0,1,0,1,1,1,1,6,Jubilant Foodworks,2023-03-31,341
342,1,1,1,1,1,1,1,1,1,9,Apollo Tyres,2024,342
343,1,1,1,1,1,1,1,1,1,9,Apollo Tyres,2023,343
344,1,0,1,0,1,1,1,1,1,7,Apollo Tyres,2022,344
345,0,1,0,1,1,1,0,1,1,6,Apollo Tyres,2021,345
346,0,1,1,0,0,1,0,1,1,5,Apollo Tyres,2020,346
347,1,0,1,0,0,1,0,1,1,5,Apollo Tyres,2019,347
348,1,1,0,1,0,1,1,1,1,7,Apollo Tyres,2018,348
349,0,1,1,1,1,1,0,1,1,7,Apollo Tyres,2024-03-31,349
350,1,1,1,1,1,1,1,1,1,9,Apollo Tyres,2023-09-30,350
351,1,1,0,1,0,1,1,1,1,7,Apollo Tyres,2023-03-31,351
352,0,1,1,0,1,1,1,1,1,7,Indian Oil Corporation,2024,352
353,1,0,0,1,0,1,0,1,1,5,Indian Oil Corporation,2023,353
354,1,0,1,1,1,1,1,1,1,8,Indian Oil Corporation,2022,354
355,0,1,1,1,0,1,1,1,1,7,Indian Oil Corporation,2021,355
356,0,0,1,0,0,1,0,1,0,3,Indian Oil Corporation,2020,356
357,1,0,1,1,0,0,0,1,1,5,Indian Oil Corporation,2019,357
358,1,1,0,1,0,1,1,1,1,7,Indian Oil Corporation,2018,358
359,1,0,1,0,1,1,0,1,1,6,Indian Oil Corporation,2024-03-31,359
360,0,1,1,1,1,1,1,1,1,8,Indian Oil Corporation,2023-09-30,360
361,1,1,0,1,0,1,1,1,1,7,Indian Oil Corporation,2023-03-31,361
362,0,1,0,1,0,0,1,1,1,5,Dr Reddys Laboratories,2024,362
363,1,1,0,1,1,1,1,1,1,8,Dr Reddys Laboratories,2023,363
364,1,0,0,1,1,1,1,1,1,7,Dr Reddys Laboratories,2022,364
365,0,0,1,1,0,1,0,1,1,5,Dr Reddys Laboratories,2021,365
366,1,0,1,0,1,1,1,1,1,7,Dr Reddys Laboratories,2020,366
367,1,1,0,1,0,1,1,1,1,7,Dr Reddys Laboratories,2019,367
368,0,1,0,1,1,1,0,1,1,6,Dr Reddys Laboratories,2024-03-31,368
369,1,0,0,1,0,1,1,1,1,6,Dr Reddys Laboratories,2023-09-30,369
370,1,0,0,1,0,1,1,1,1,6,Dr Reddys Laboratories,2023-03-31,370
371,0,1,0,1,0,0,0,0,1,3,Mahindra &amp; Mahindra,2024,371
